Status da tarefa de depósito;Data da confirmação;Hora da confirmação;Atividade;Tipo proc.depósito;Código de exceção;Fila;Itinerário;Confirmado por;Produto;Descrição breve do produto;Lote;PD origem;Tp.depósito origem;Tarefa depós.p/UC;Qtd.prev.origem UMB;PD destino;Área de atividade;UC de origem;Tipo depós.destino;UC de destino;Qtd.real destino UMB;Qtd.dif.destino UMB;Autor;Data de criação;Hora da criação
C;17/02/2025;11:58:08;INTL;AUTO;;T-MAN;;EMENDONCA;400003688;ANLODIPINO G.NEO 10MG 30CP;B24G0362;MEDICAMENTOS;DEV0;X;6;DIV MEDICAMENTO;DEV0;10004250758;SEG0;10004250758;6;0;EMENDONCA;17/02/2025;11:58:08
C;17/02/2025;11:59:11;INTL;AUTO;;T-MAN;;EMENDONCA;400009383;MIRADOR DE COLICA BUTIL BRO. 20CP NEO.;B24H3554;MEDICAMENTOS;DEV0;X;4;DIV MEDICAMENTO;DEV0;10004227285;SEG0;10004227285;4;0;EMENDONCA;17/02/2025;11:59:11
C;17/02/2025;12:00:05;INTL;AUTO;;T-MAN;;EMENDONCA;400016966;DELTAMETRIL 4% 60ML EMU DIMETICONA MED;OA3136;HPC;DEV0;X;5;DIV MEDICAMENTO;DEV0;10004235813;SEG0;10004235813;5;0;EMENDONCA;17/02/2025;12:00:05
C;17/02/2025;12:06:40;INTL;P340;;T-MAN;;TERCRJ06;400003189;MOMETASONA G.MDY 1MG/G CR 20 G;EKP10572;216.04.2;FW10;;1;AVARIAS;FW10;60004473623;AVA0;60004473624;1;0;TERCRJ06;17/02/2025;12:06:40
C;17/02/2025;12:06:59;INTL;P340;;T-MAN;;TERCRJ06;400003189;MOMETASONA G.MDY 1MG/G CR 20 G;EKP07757;216.04.2;FW10;;1;AVARIAS;FW10;10004029002;AVA0;60004473625;1;0;TERCRJ06;17/02/2025;12:06:59
C;17/02/2025;12:42:34;INTL;P340;SPLT;T-MAN;;VSANTOS;400003109;CLONAZEPAM G.MDY GTS 20ML(B1);ERA06467;OVERFLOW;OVE0;;14;AVARIAS;OVE0;10004029212;AVA0;5254067;14;0;VSANTOS;17/02/2025;12:42:34
C;17/02/2025;12:43:47;INTL;AUTO;;T-MAN;;VSANTOS;400003109;CLONAZEPAM G.MDY GTS 20ML(B1);ERA06467;;;X;48;AVARIAS;OVE0;10004029213;AVA0;10004029213;48;0;VSANTOS;17/02/2025;12:43:41
C;17/02/2025;13:27:47;INTL;P340;SPLT;T-MAN;;FARAUJO;400004871;METFORMINA G.TEU 850MG 30CP;26488031;226.03.3;FW10;;4;DIV MEDICAMENTO;FW10;10004219651;SEG0;60004473626;4;0;FARAUJO;17/02/2025;13:27:47
C;17/02/2025;13:28:29;INTL;P340;;T-MAN;;FARAUJO;400004871;METFORMINA G.TEU 850MG 30CP;26488040;226.03.3;FW10;;3;DIV MEDICAMENTO;FW10;5412263;SEG0;60004473627;3;0;FARAUJO;17/02/2025;13:28:29
C;17/02/2025;13:35:03;INTL;P340;;T-MAN;;DTEIXEIRA;400015841;SIMETICONA    125MG   10CAP MOLE G. AIR;24F0004;225.14.2;FW10;;1;DIV MEDICAMENTO;FW10;5411580;SEG0;60004473891;1;0;DTEIXEIRA;17/02/2025;13:35:03
C;17/02/2025;13:41:36;INTL;P340;;T-MAN;;CLFARIA;400004701;ACICLOVIR G.TEU 200MG 25CP;28766501;214.01.6;FW10;;50;DIV MEDICAMENTO;FW10;10004215650;SEG0;60004473893;50;0;CLFARIA;17/02/2025;13:41:36
C;17/02/2025;13:44:20;INTL;P340;;T-MAN;;CLFARIA;400007595;OLMESARTANA + HCTZ G. EMS 20/12,5MG 30CP;4K7382;213.13.7;FW10;;1;DIV MEDICAMENTO;FW10;5410495;SEG0;60004473895;1;0;CLFARIA;17/02/2025;13:44:20
C;17/02/2025;13:44:41;INTL;P340;;T-MAN;;CLFARIA;400007595;OLMESARTANA + HCTZ G. EMS 20/12,5MG 30CP;4K7382;213.13.7;FW10;;104;DIV MEDICAMENTO;FW10;10003996302;SEG0;60004473897;104;0;CLFARIA;17/02/2025;13:44:41
C;17/02/2025;14:09:42;INTL;P340;;T-MAN;;GLBONFIM;400011258;XANTE 30 CP PVT.;18837;275.11.7;PR30;;5;DIV NAO MEDICAMENT;PR30;10003958196;SEG0;60004474067;5;0;GLBONFIM;17/02/2025;14:09:42
C;17/02/2025;14:10:50;INTL;P340;;T-MAN;;JSOUZA;400005420;TRICORTID 20MG POM 30G PLB.(*);244658;261.02.5;PR20;;46;AVARIAS;PR20;10004062683;AVA0;60004474068;46;0;JSOUZA;17/02/2025;14:10:50
C;17/02/2025;14:22:37;INTL;P340;SPLT;T-MAN;;TERCRJ15;400001474;ALCOOL 70% ANTIS 50ML FAX.;0000000963;221.29.1;PR10;;1;DIV MEDICAMENTO;PR10;5412496;SEG0;60004474397;1;0;TERCRJ15;17/02/2025;14:22:37
C;17/02/2025;14:23:04;INTL;P340;;T-MAN;;TERCRJ06;400010543;ROSUVASTATINA CÁLCICA G. SAN 20MG 30 CP;NT4462;219.34.7;FW10;;1;DIV MEDICAMENTO;FW10;5252460;SEG0;60004474398;1;0;TERCRJ06;17/02/2025;14:23:04
C;17/02/2025;14:32:10;INTL;P340;SPLT;T-MAN;;JSOUZA;400005434;AZITROM. DI-HIDR G.PLB 600MG PO SUS(*);244769;265.07.6;PR20;;4;AVARIAS;PR20;5136212;AVA0;60004474501;4;0;JSOUZA;17/02/2025;14:32:10
C;17/02/2025;14:45:17;INTL;P340;SPLT;T-MAN;;JSOUZA;400005420;TRICORTID 20MG POM 30G PLB.(*);244658;261.02.5;PR20;;34;AVARIAS;PR20;5146660;AVA0;60004474504;34;0;JSOUZA;17/02/2025;14:45:17
C;17/02/2025;14:45:25;INTL;P340;;T-MAN;;GLBONFIM;400011256;FENO GREGO 60TABLE REV VIGOR MAX PVT;18827;275.11.6;PR30;;5;DIV MEDICAMENTO;PR30;5114223;SEG0;60004474505;5;0;GLBONFIM;17/02/2025;14:45:25
C;17/02/2025;14:53:02;INTL;Y999;;T-MAN;;AMSILVA;400006100;VITAXON C 1G 10CP EFERV LARANJA AIR;24G0496;227.03.1;FW10;X;80;DIV MEDICAMENTO;FW10;10003929852;SEG0;10003929852;80;0;AMSILVA;17/02/2025;14:53:02
C;17/02/2025;15:12:31;INTL;P340;;T-MAN;;FARAUJO;400004726;AZITROMICINA G.TEU 500MG 5CP(*);2566463;227.07.5;FW10;;14;DIV MEDICAMENTO;FW10;10004083130;SEG0;60004474822;14;0;FARAUJO;17/02/2025;15:12:31
C;17/02/2025;15:12:44;INTL;P340;;T-MAN;;FARAUJO;400004726;AZITROMICINA G.TEU 500MG 5CP(*);2566463;227.07.5;FW10;;1;DIV MEDICAMENTO;FW10;10004083137;SEG0;60004474824;1;0;FARAUJO;17/02/2025;15:12:44
C;17/02/2025;15:13:08;INTL;P340;;T-MAN;;FARAUJO;400004726;AZITROMICINA G.TEU 500MG 5CP(*);2566462;227.07.5;FW10;;10;DIV MEDICAMENTO;FW10;10004174656;SEG0;60004474825;10;0;FARAUJO;17/02/2025;15:13:08
C;17/02/2025;15:13:21;INTL;P340;;T-MAN;;FARAUJO;400004726;AZITROMICINA G.TEU 500MG 5CP(*);2566462;227.07.5;FW10;;4;DIV MEDICAMENTO;FW10;10004174651;SEG0;60004474826;4;0;FARAUJO;17/02/2025;15:13:21
C;17/02/2025;15:13:34;INTL;P340;;T-MAN;;FARAUJO;400004726;AZITROMICINA G.TEU 500MG 5CP(*);2566462;227.07.5;FW10;;2;DIV MEDICAMENTO;FW10;10004174650;SEG0;60004474827;2;0;FARAUJO;17/02/2025;15:13:34
C;17/02/2025;15:13:50;INTL;P340;;T-MAN;;FARAUJO;400004726;AZITROMICINA G.TEU 500MG 5CP(*);2566462;227.07.5;FW10;;4;DIV MEDICAMENTO;FW10;10004174649;SEG0;60004474828;4;0;FARAUJO;17/02/2025;15:13:50
C;17/02/2025;15:16:53;INTL;P340;SPLT;T-MAN;;FARAUJO;400004726;AZITROMICINA G.TEU 500MG 5CP(*);2566462;227.07.5;FW10;;1;DIV MEDICAMENTO;FW10;5412524;SEG0;60004474837;1;0;FARAUJO;17/02/2025;15:16:53
C;17/02/2025;15:22:55;INTL;P340;;T-MAN;;FARAUJO;400005374;AMBROL 30MG/5ML XPE AD 100ML AMBR. BRA.;16929;227.27.1;FW10;;3;DIV MEDICAMENTO;FW10;10003983033;SEG0;60004474953;3;0;FARAUJO;17/02/2025;15:22:55
C;17/02/2025;15:23:27;INTL;P340;;T-MAN;;FARAUJO;400005374;AMBROL 30MG/5ML XPE AD 100ML AMBR. BRA.;017120;227.27.1;FW10;;1;DIV MEDICAMENTO;FW10;5410106;SEG0;60004474955;1;0;FARAUJO;17/02/2025;15:23:27
C;17/02/2025;15:29:34;INTL;P340;;T-MAN;;FARAUJO;400001134;RIVAROXABANA G.EMS 10MG 30CP;4J4486;230.29.6;PR10;;1;DIV MEDICAMENTO;PR10;10004026160;SEG0;60004474960;1;0;FARAUJO;17/02/2025;15:29:34
C;17/02/2025;15:39:32;INTL;P340;;T-MAN;;CLFARIA;400004892;NISTATINA G.TEU CR VAG 60G 14 APL;89100813;225.02.3;FW10;;5;DIV MEDICAMENTO;FW10;5240958;SEG0;60004475105;5;0;CLFARIA;17/02/2025;15:39:32
C;17/02/2025;15:43:43;INTL;P340;;T-MAN;;FARAUJO;400005735;PASTA DAGUA OXIDO ZIN+MENT BIS 80G NAT.;0029828;229.26.4;FW10;;6;DIV MEDICAMENTO;FW10;5128733;SEG0;60004474962;6;0;FARAUJO;17/02/2025;15:43:43
C;17/02/2025;15:44:38;INTL;P340;;T-MAN;;CLFARIA;400006675;SECNIDAZOL G. PLB 1000 MG 4 CP;245650;222.34.6;FW10;;6;DIV MEDICAMENTO;FW10;10003926303;SEG0;60004475197;6;0;CLFARIA;17/02/2025;15:44:38
C;17/02/2025;15:51:41;INTL;P340;;T-MAN;;FARAUJO;400001651;DICLOFENACO POTASSIO G.GEO 50MG 20CP;2414608;229.04.6;FW10;;1;DIV MEDICAMENTO;FW10;10003662370;SEG0;60004474965;1;0;FARAUJO;17/02/2025;15:51:41
C;17/02/2025;15:51:53;INTL;P340;;T-MAN;;FARAUJO;400001651;DICLOFENACO POTASSIO G.GEO 50MG 20CP;2414430;229.04.6;FW10;;1;DIV MEDICAMENTO;FW10;5242379;SEG0;60004474966;1;0;FARAUJO;17/02/2025;15:51:53
C;17/02/2025;15:52:05;INTL;P340;;T-MAN;;FARAUJO;400001651;DICLOFENACO POTASSIO G.GEO 50MG 20CP;2414429;229.04.6;FW10;;1;DIV MEDICAMENTO;FW10;5411475;SEG0;60004474967;1;0;FARAUJO;17/02/2025;15:52:05
C;17/02/2025;15:52:18;INTL;P340;;T-MAN;;FARAUJO;400001651;DICLOFENACO POTASSIO G.GEO 50MG 20CP;2414429;229.04.6;FW10;;11;DIV MEDICAMENTO;FW10;10003977959;SEG0;60004474968;11;0;FARAUJO;17/02/2025;15:52:18
C;17/02/2025;15:52:29;INTL;P340;;T-MAN;;FARAUJO;400001651;DICLOFENACO POTASSIO G.GEO 50MG 20CP;2414608;229.04.6;FW10;;6;DIV MEDICAMENTO;FW10;5413369;SEG0;60004474969;6;0;FARAUJO;17/02/2025;15:52:29
C;17/02/2025;15:56:53;INTL;P340;SPLT;T-MAN;;JSOUZA;400001130;RIFAMICINA G.EMS SPRAY 10MG/ML 20ML(*);4L0661;263.05.5;PR20;;1;AVARIAS;PR20;5402467;AVA0;60004475222;1;0;JSOUZA;17/02/2025;15:56:53
C;17/02/2025;15:58:06;INTL;P340;;T-MAN;;MLSILVA;400000892;DIPIRONA G.EMS 500MG 24X10CP;4J5253;DIV MEDICAMENTO;SEG0;;3;DIV MEDICAMENTO;SEG0;60004389269;SEG0;5254069;3;0;MLSILVA;17/02/2025;15:58:06
C;17/02/2025;15:58:17;INTL;P340;;T-MAN;;GLBONFIM;400006328;MELAGRIAO SPR LARANJA30ML PROP+GENG CAT.;58059;278.07.4;PR30;;1;DIV MEDICAMENTO;PR30;60004437102;SEG0;60004475223;1;0;GLBONFIM;17/02/2025;15:58:17
C;17/02/2025;15:59:59;INTL;P340;;T-MAN;;GLBONFIM;400006075;ESPARADRAPO SALVELOX 2,5CMX4,5M CRM.;7718450L;278.05.5;PR30;;1;DIV MEDICAMENTO;PR30;5250943;SEG0;60004475225;1;0;GLBONFIM;17/02/2025;15:59:59
C;17/02/2025;16:02:10;INTL;P340;;T-MAN;;SVENANCIO;400001634;COLCHICINA G.GEO 0,5MG 30CP;2417492;227.03.4;FW10;;1;DIV MEDICAMENTO;FW10;10003809726;SEG0;60004475286;1;0;SVENANCIO;17/02/2025;16:02:10
C;17/02/2025;16:05:11;INTL;P340;;T-MAN;;SVENANCIO;400004638;SINVASTATINA G.SAN 40MG 30CP;PD6886;DIV MEDICAMENTO;SEG0;;8;DIV MEDICAMENTO;SEG0;60004451834;SEG0;60004456136;8;0;SVENANCIO;17/02/2025;16:05:11
C;17/02/2025;16:07:13;INTL;P340;;T-MAN;;FARAUJO;400000533;ALENDRONATO DE SODIO G.DEL 70MG 4CP;00050749;229.01.4;FW10;;4;DIV MEDICAMENTO;FW10;10003965141;SEG0;60004475296;4;0;FARAUJO;17/02/2025;16:07:13
C;17/02/2025;16:07:25;INTL;P340;;T-MAN;;FARAUJO;400000533;ALENDRONATO DE SODIO G.DEL 70MG 4CP;00050749;229.01.4;FW10;;43;DIV MEDICAMENTO;FW10;10003965144;SEG0;60004475298;43;0;FARAUJO;17/02/2025;16:07:25
C;17/02/2025;16:07:40;INTL;P340;;T-MAN;;FARAUJO;400000533;ALENDRONATO DE SODIO G.DEL 70MG 4CP;00050749;229.01.4;FW10;;92;DIV MEDICAMENTO;FW10;5411707;SEG0;60004475299;92;0;FARAUJO;17/02/2025;16:07:40
C;17/02/2025;16:08:01;INTL;P340;;T-MAN;;FARAUJO;400000533;ALENDRONATO DE SODIO G.DEL 70MG 4CP;00051929;229.01.4;FW10;;1;DIV MEDICAMENTO;FW10;5412221;SEG0;60004475311;1;0;FARAUJO;17/02/2025;16:08:01
C;17/02/2025;16:08:20;INTL;P340;;T-MAN;;FARAUJO;400000533;ALENDRONATO DE SODIO G.DEL 70MG 4CP;00051929;229.01.4;FW10;;4;DIV MEDICAMENTO;FW10;10004027557;SEG0;60004475312;4;0;FARAUJO;17/02/2025;16:08:20
C;17/02/2025;16:08:37;INTL;P340;;T-MAN;;FARAUJO;400000533;ALENDRONATO DE SODIO G.DEL 70MG 4CP;00051929;229.01.4;FW10;;4;DIV MEDICAMENTO;FW10;10004199984;SEG0;60004475314;4;0;FARAUJO;17/02/2025;16:08:37
C;17/02/2025;16:10:23;INTL;P340;;T-MAN;;WSOUZA;400004893;NISTATINA G.TEU SUS 50ML;2643184;214.06.5;FW10;;4;DIV MEDICAMENTO;FW10;10004169489;SEG0;60004475316;4;0;WSOUZA;17/02/2025;16:10:23
C;17/02/2025;16:09:35;INTL;P340;SPLT;T-MAN;;SVENANCIO;400000979;GLICLAZIDA G.EMS 30MG 60CP LIB PROL;4D2895;227.01.6;FW10;;4;DIV MEDICAMENTO;FW10;5413023;SEG0;60004475309;4;0;SVENANCIO;17/02/2025;16:09:35
C;17/02/2025;16:13:28;INTL;P340;;T-MAN;;FPALORCA;400009430;ROSUVASTATINA CÁLCICA G. NEO 20MG 30 CP;P2400233;215.31.5;FW10;;16;DIV MEDICAMENTO;FW10;5411977;SEG0;60004475371;16;0;FPALORCA;17/02/2025;16:13:28
C;17/02/2025;16:14:16;INTL;P340;;T-MAN;;FPALORCA;400009430;ROSUVASTATINA CÁLCICA G. NEO 20MG 30 CP;P2400233;215.31.5;FW10;;1;DIV MEDICAMENTO;FW10;5254278;SEG0;60004475374;1;0;FPALORCA;17/02/2025;16:14:16
C;17/02/2025;16:22:56;INTL;P340;;T-MAN;;FARAUJO;400004949;TEUTOVIT E 400MG30CA GEL VITAMINA E TEU.;1692336;226.01.5;FW10;;8;DIV MEDICAMENTO;FW10;10004125985;SEG0;60004475523;8;0;FARAUJO;17/02/2025;16:22:56
C;17/02/2025;16:23:21;INTL;P340;;T-MAN;;FARAUJO;400004949;TEUTOVIT E 400MG30CA GEL VITAMINA E TEU.;1692334;226.01.5;FW10;;6;DIV MEDICAMENTO;FW10;10003959569;SEG0;60004475524;6;0;FARAUJO;17/02/2025;16:23:21
C;17/02/2025;16:33:53;INTL;P340;;T-MAN;;FARAUJO;400007112;FLUCETIL 600MG 16ENV SABOR LARANJA MAX.;0786;226.05.2;FW10;;2;DIV MEDICAMENTO;FW10;10003873389;SEG0;60004475760;2;0;FARAUJO;17/02/2025;16:33:53
C;17/02/2025;16:34:04;INTL;P340;;T-MAN;;FARAUJO;400007112;FLUCETIL 600MG 16ENV SABOR LARANJA MAX.;0787;226.05.2;FW10;;6;DIV MEDICAMENTO;FW10;5153085;SEG0;60004475761;6;0;FARAUJO;17/02/2025;16:34:04
C;17/02/2025;16:34:34;INTL;P340;;T-MAN;;FARAUJO;400007112;FLUCETIL 600MG 16ENV SABOR LARANJA MAX.;0826;226.05.2;FW10;;8;DIV MEDICAMENTO;FW10;10004175507;SEG0;60004475763;8;0;FARAUJO;17/02/2025;16:34:34
C;17/02/2025;16:35:07;INTL;P340;;T-MAN;;FARAUJO;400007112;FLUCETIL 600MG 16ENV SABOR LARANJA MAX.;0813;226.05.2;FW10;;1;DIV MEDICAMENTO;FW10;60004443205;SEG0;60004475765;1;0;FARAUJO;17/02/2025;16:35:07
C;17/02/2025;16:41:14;INTL;P340;;T-MAN;;FARAUJO;400003708;CAPTOPRIL G.NEO 25MG 30CP;B24B1916;227.01.4;FW10;;2;DIV MEDICAMENTO;FW10;5411353;SEG0;60004475851;2;0;FARAUJO;17/02/2025;16:41:14
C;17/02/2025;16:41:34;INTL;P340;;T-MAN;;FARAUJO;400003708;CAPTOPRIL G.NEO 25MG 30CP;B24A0648;227.01.4;FW10;;3;DIV MEDICAMENTO;FW10;5413486;SEG0;60004475853;3;0;FARAUJO;17/02/2025;16:41:34
C;17/02/2025;16:41:45;INTL;P340;;T-MAN;;FARAUJO;400003708;CAPTOPRIL G.NEO 25MG 30CP;B24A0647;227.01.4;FW10;;1;DIV MEDICAMENTO;FW10;5250695;SEG0;60004475854;1;0;FARAUJO;17/02/2025;16:41:45
C;17/02/2025;16:43:12;INTL;P340;;T-MAN;;GLBONFIM;400007678;OSSOVIT 600 D3 60CP CIANOCO+ASSOC ART.;4801-012/2;277.33.4;PR30;;1;DIV MEDICAMENTO;PR30;5255844;SEG0;60004475855;1;0;GLBONFIM;17/02/2025;16:43:12
C;17/02/2025;16:45:23;INTL;AUTO;;T-MAN;;VSANTOS;400016033;NISTATINA 25.000UI 60G CR VAG G.14  GRE;029924;;;X;70;DIV MEDICAMENTO;PK10;10003998436;SEG0;10003998436;70;0;VSANTOS;17/02/2025;16:45:17
C;17/02/2025;16:46:13;INTL;P340;;T-MAN;;CLFARIA;400016082;QUETIAPINA 100MG 30CP REV G. (C1) BCM;50012483;254.38.5;PR50;;41;DIV CONTROLADO;PR50;5149978;SEG0;60004475921;41;0;CLFARIA;17/02/2025;16:46:13
C;17/02/2025;16:48:41;INTL;P340;SPLT;T-MAN;;SVENANCIO;400004184;TADALAFILA G.NQM 20MG 2CP;4H6222;230.37.3;PR10;;1;DIV MEDICAMENTO;PR10;10004226614;SEG0;60004475922;1;0;SVENANCIO;17/02/2025;16:48:41
C;17/02/2025;16:49:45;INTL;P340;;T-MAN;;CLFARIA;400003191;NEOMICINA+BACITRACINA G.MDY POM 15 G(*);EKP11011;265.06.2;PR20;;1;AVARIAS;PR20;10003776783;AVA0;60004475923;1;0;CLFARIA;17/02/2025;16:49:45
C;17/02/2025;16:53:49;INTL;P340;;T-MAN;;CLFARIA;400004849;LEVOFLOXACINO G.TEU 500MG 10CP(*);6052070;262.08.2;PR20;;1;AVARIAS;PR20;5090103;AVA0;60004475977;1;0;CLFARIA;17/02/2025;16:53:49
C;17/02/2025;16:54:30;INTL;P340;;T-MAN;;SVENANCIO;400001651;DICLOFENACO POTASSIO G.GEO 50MG 20CP;2414608;DIV MEDICAMENTO;SEG0;;1;DIV MEDICAMENTO;SEG0;60004474967;SEG0;60004474968;1;0;SVENANCIO;17/02/2025;16:54:30
C;17/02/2025;16:57:11;INTL;P340;;T-MAN;;CLFARIA;400004288;DOXICICLINA G.PLB 100MG 15CP(*);244879;265.02.4;PR20;;1;AVARIAS;PR20;5136539;AVA0;60004476035;1;0;CLFARIA;17/02/2025;16:57:11
C;17/02/2025;17:01:09;INTL;P340;;T-MAN;;WSOUZA;400004893;NISTATINA G.TEU SUS 50ML;2643184;214.06.5;FW10;;11;AVARIAS;FW10;10003976691;AVA0;60004476037;11;0;WSOUZA;17/02/2025;17:01:09
C;17/02/2025;17:04:49;INTL;P340;;T-MAN;;SVENANCIO;400004344;SECNIDAZOL G.PLB 1000MG 2CP;A10G01024;DIV MEDICAMENTO;SEG0;;2;DIV MEDICAMENTO;SEG0;60004315377;SEG0;5240594;2;0;SVENANCIO;17/02/2025;17:04:49
C;17/02/2025;17:04:53;INTL;P340;;T-MAN;;SVENANCIO;400004344;SECNIDAZOL G.PLB 1000MG 2CP;A10G01024;DIV MEDICAMENTO;SEG0;;6;DIV MEDICAMENTO;SEG0;5240594;SEG0;60004129166;6;0;SVENANCIO;17/02/2025;17:04:53
C;17/02/2025;17:04:56;INTL;P340;;T-MAN;;SVENANCIO;400004344;SECNIDAZOL G.PLB 1000MG 2CP;A10G01024;DIV MEDICAMENTO;SEG0;;7;DIV MEDICAMENTO;SEG0;60004129166;SEG0;60004218493;7;0;SVENANCIO;17/02/2025;17:04:56
C;17/02/2025;17:05:37;INTL;AUTO;;T-MAN;;VSANTOS;400016669;ALLOVITA 50MG/ML 50ML SPR FRASCO MIN LEG;4M0672;;;X;40;DIV MEDICAMENTO;OVE0;10004170115;SEG0;10004170115;40;0;VSANTOS;17/02/2025;17:05:30
C;17/02/2025;17:06:07;INTL;AUTO;;T-MAN;;VSANTOS;400016669;ALLOVITA 50MG/ML 50ML SPR FRASCO MIN LEG;4M0672;;;X;40;DIV MEDICAMENTO;OVE0;10004170106;SEG0;10004170106;40;0;VSANTOS;17/02/2025;17:06:03
C;17/02/2025;17:22:50;INTL;P340;SPLT;T-MAN;;RROCHA;400005391;RIFOTRAT SPR 10MG/ML 20ML RIFAM. NAT.(*);0030228;AVA REUTILIZAVEL02;AVA0;;8;DIV MEDICAMENTO;AVA0;5254010;SEG0;5254008;8;0;RROCHA;17/02/2025;17:22:50
C;17/02/2025;17:36:47;INTL;AUTO;;T-MAN;;RROCHA;400004954;TRAMADOL G.TEU 50MG 10CA(A2);2114498;;;X;10;AVARIAS;AVA0;5250967;AVA0;5250967;10;0;RROCHA;17/02/2025;17:36:43
C;17/02/2025;17:48:42;INTL;P340;SPLT;T-MAN;;RROCHA;400010898;BETAMETASONA+GENTA G. TEU POM 30G (*);5108007;AVA REUTILIZAVEL02;AVA0;;1;DIV MEDICAMENTO;AVA0;5254005;SEG0;5254004;1;0;RROCHA;17/02/2025;17:48:42
C;17/02/2025;17:59:21;INTL;P340;;T-MAN;;FPALORCA;400004901;PARACETAMOL G.TEU 750MG 20CP;41560675;212.01.5;FW10;;2;DIV MEDICAMENTO;FW10;10004058939;SEG0;60004476717;2;0;FPALORCA;17/02/2025;17:59:21
C;17/02/2025;18:00:04;INTL;P340;;T-MAN;;FPALORCA;400004901;PARACETAMOL G.TEU 750MG 20CP;41560675;212.01.5;FW10;;8;DIV MEDICAMENTO;FW10;5402100;SEG0;60004476719;8;0;FPALORCA;17/02/2025;18:00:04
C;17/02/2025;18:03:55;INTL;P340;;T-MAN;;JGARAUJO;400003694;ATENOLOL G.NEO 50MG 30CP;B24G1694;226.07.6;FW10;;1;DIV MEDICAMENTO;FW10;10004097747;SEG0;60004476733;1;0;JGARAUJO;17/02/2025;18:03:55
